id,total_loc,blank_loc,comment_loc,code_and_comment_loc,executable_loc,unique_operands,unique_operators,total_operands,total_operators,halstead_vocabulary,halstead_length,halstead_volume,halstead_level,halstead_difficulty,halstead_effort,halstead_error,halstead_time,branch_count,decision_count,call_pairs,condition_count,multiple_condition_count,cyclomatic_complexity,cyclomatic_density,decision_density,design_complexity,design_density,normalized_cyclomatic_complexity,formal_parameters,defects
41,59,0,11,0,47,25,18,80,121,43,202,778,0.035485974712568286,28.760183064430617,24007.98541317378,0.25736465747322457,1333.7767166193607,45,22,6,22,5,17,0.4113176712633877,1.0603457218382513,6,0.26799088506011004,0.29548597471256827,0,True
79,29,0,6,0,21,17,13,34,55,31,90,328,0.08101908234214764,13.165068019446883,5091.2474787345345,0.1111784412169464,282.8498882375392,19,9,1,9,1,8,0.4430572470264429,1.2627385292768454,1,0.13761165301942968,0.3383120176119798,0,True
45,15,0,5,0,10,12,9,17,28,22,45,141,0.15124710600836327,7.155785616535837,961.2424630342234,0.04640588825104541,53.406404156151424,8,4,1,3,1,4,0.39109989973222803,1.1797055874477296,1,0.3202944125522705,0.27828812323013724,0,True
84,58,0,8,0,50,26,16,69,111,42,180,677,0.051140509440403915,19.620210356345495,13327.299921745509,0.22543796223838436,740.4077734303061,37,18,8,18,3,14,0.30026458496363523,1.0,8,0.5646442073474787,0.25228101888080784,1,True
40,10,0,1,0,8,8,11,15,24,19,39,117,0.09574030545522445,10.472826094470086,1238.2636624377367,0.04,68.7964689734095,5,2,0,1,0,3,0.41480610910448895,1.7129847272387777,0,0.0,0.34462397091791785,0,True
39,10,0,1,0,9,8,11,16,24,20,41,125,0.0909782626996462,11.00141284033927,1381.6535318509532,0.04,76.76336650349191,4,2,0,1,0,3,0.319565253992924,1.95108686501769,0,0.0,0.28271741509540066,0,True
105,43,1,9,0,31,25,16,50,78,41,128,484,0.06577400365846889,15.599884655297101,7943.157318234921,0.16112998170765558,441.2892745319084,28,14,3,13,2,11,0.36460265691074967,1.1924667886156295,3,0.23418463130146744,0.27,0,True
69,41,1,11,0,29,23,17,54,81,40,136,505,0.05124182511649966,20.31777983897789,9970.751899988143,0.16810456279124916,553.931910202132,27,13,2,13,2,11,0.4194117869757515,1.048169961859252,2,0.21117642604849696,0.2831372623252505,0,True
25,33,0,11,0,22,18,17,51,73,36,125,450,0.0437151873798317,23.452624456300097,10375.308678334046,0.14928796844957926,576.4064504838225,22,11,1,10,2,9,0.4532816567907573,1.0895664694109257,1,0.1434366864184853,0.2944272189302524,0,True
31,34,0,11,0,23,19,17,51,74,36,126,456,0.04461774510610273,23.076709163308212,10326.796200546978,0.15154436276525685,573.7114131131773,23,11,1,10,2,10,0.44922014702253765,1.084602401916435,1,0.1515597059549246,0.2930733823408459,0,True
57,19,0,3,0,16,13,13,26,39,26,65,226,0.0832849451753216,12.35452349417373,3221.687994026428,0.07357527412339199,178.98704457046594,10,5,0,4,0,5,0.3179068128658091,1.7761648391773868,0,0.06491219663855784,0.27,0,True
48,47,0,9,0,38,21,16,62,95,38,158,580,0.04586298684003902,22.068506579980493,12477.539229592661,0.19276688156035116,693.1979267522233,30,15,5,14,3,12,0.3644662368792977,1.045507144759571,5,0.3972863551619118,0.2706850657998049,0,True
43,15,0,4,0,11,12,10,18,28,22,46,142,0.13527332298709716,8.31814508246234,1142.825318347683,0.045030369220788576,63.49501599880345,7,3,1,3,1,3,0.31509110766236575,1.4969630779211425,1,0.25151846103942876,0.23981778467526854,0,True
13,24,0,8,0,16,14,16,40,57,30,97,339,0.0541861270155973,21.05909391506707,7974.997850060761,0.11162774596880541,443.0568547271883,15,7,0,6,1,7,0.42176716814696913,1.3625130608776321,0,0.07879052056568595,0.2914883237906416,0,True
39,10,0,1,0,9,8,11,16,24,20,41,126,0.09022825702443181,11.084663470288069,1404.2369527373337,0.04,78.01812599812558,4,2,0,1,0,3,0.3045651404886362,1.9885871487784095,0,0.0,0.2729673413176135,0,True
59,21,0,3,0,16,14,13,27,41,27,68,238,0.08245046395592615,12.509180680168356,3446.6888870516186,0.07774768022036929,191.48701691619698,11,5,1,5,0,5,0.3201320961175303,1.7483487985308714,1,0.07297884842604727,0.27,0,True
90,35,1,8,0,25,20,14,41,65,35,106,392,0.07544522001832175,14.09450956194485,6260.365101157013,0.13208042493129343,347.8007124315012,23,11,2,11,1,10,0.42633566005496526,1.1930652502290218,2,0.1780221548671673,0.3201969650595457,0,True
82,59,0,8,0,51,26,16,70,112,42,182,683,0.0506119039598609,19.796235981366323,13555.657489340092,0.22755238416055643,753.0943049633385,37,18,8,18,3,14,0.29550713563874803,1.0,8,0.5810309772443122,0.2512238079197218,1,True
83,36,1,9,0,26,20,13,42,66,33,108,389,0.07908580595355374,13.487441857244914,5878.468320313177,0.12797113065095034,326.5822050891248,22,11,2,11,2,9,0.3370569366045041,1.0,2,0.15162790683673533,0.23182838809289252,0,True
38,18,0,5,0,12,10,8,24,36,19,60,178,0.10363286443568594,9.696655819620224,1746.217756213753,0.056367135564314066,97.01149102082456,8,4,0,4,1,3,0.26820281338588436,0.8183567782157032,0,0.7265728871371873,0.18636713556431406,0,True
70,49,0,6,0,42,22,15,58,94,37,153,565,0.058891371511786944,18.02389268150535,11061.698724027552,0.18776598531901204,614.5416576801078,30,15,6,14,3,12,0.2922228428779467,1.2222842877946736,6,0.46662942732319584,0.2544456857558935,0,True
71,26,0,5,0,20,16,13,33,50,30,83,300,0.07824745240264334,13.288138821376766,4579.945491159407,0.09876273798678323,254.44532797667102,15,7,1,7,1,7,0.3313401269262844,1.6082484134214452,1,0.11360796010778092,0.27,0,True
71,49,0,6,0,42,22,15,59,94,37,153,568,0.05871127867699309,18.063918314038286,11117.567528446181,0.18862142628428286,617.6454676413625,30,15,7,15,3,12,0.2921778196692483,1.2177819669248273,7,0.46933081984510366,0.25435563933849653,0,True
45,25,0,7,0,17,12,9,30,46,21,76,246,0.09619670516764199,11.26758383484161,3997.6464632998104,0.07847314632859609,222.0903892570916,13,6,0,6,2,5,0.29271663916597,1.0,0,0.024993080326924155,0.19543327833194002,0,True
11,28,0,10,0,18,15,16,45,63,31,109,377,0.05168781501349265,22.07804624662684,8887.08471513477,0.12441624664867648,493.7267121775796,18,9,0,8,2,8,0.43493655495952205,1.0885723391419302,0,0.08857233914193015,0.27857233914193014,0,True
43,12,0,3,0,9,10,10,15,26,20,41,125,0.12404260903761752,8.665635198412229,1040.2103166160557,0.04300532612970219,57.79312929268418,7,3,0,2,0,4,0.4489094557950628,1.3497336935148905,0,0.1502663064851094,0.34289880353565844,0,True
118,54,1,12,0,40,29,17,63,99,46,162,626,0.0573534397483519,18.139723126415248,12220.075520131631,0.20852592176153673,678.8950616221043,37,18,4,18,3,15,0.37647125299780254,1.0,4,0.30499717475933924,0.2717643735010987,1,True
39,11,0,1,0,10,9,11,17,26,20,44,132,0.09092481245725392,11.007345817244815,1457.2479686799406,0.04184962491450783,80.96265531905061,4,2,0,1,0,3,0.2990751875427461,1.9075187542746082,0,0.0,0.26260150034196866,0,True
58,43,0,5,0,38,19,14,56,87,34,143,549,0.06657602559620947,19.784678520870425,16606.32808364507,0.18054384642274318,922.5766135382071,32,16,5,15,3,12,0.31561598293586035,1.6096004266034911,5,0.17958380376239408,0.27780799146793017,0,True
106,43,1,10,0,31,25,15,49,78,40,127,483,0.06757201404501809,15.407366657993236,7911.770054057458,0.1616049473311822,439.5452133369156,28,14,3,14,2,12,0.40271604213505424,1.094650175562726,3,0.2351028981736189,0.29460904564630874,0,True
40,10,0,1,0,8,8,11,15,24,19,39,118,0.09522265515223416,10.530285278102008,1253.8506307110774,0.04,69.66249793031227,5,2,0,1,0,3,0.40445310304468307,1.7388672423882925,0,0.0,0.337894516979044,0,True
6,28,0,10,0,18,15,17,47,67,33,115,404,0.04306540776586915,24.148429722641552,10013.178808568588,0.1338691844682617,556.2880181279203,19,9,0,8,1,8,0.4595776135960449,1.164564258232471,0,0.10325610291508787,0.2981607553404785,0,True
113,48,1,11,0,34,27,16,54,85,43,140,533,0.06386783842395194,16.025037942806016,8766.07765905512,0.17742952512215618,487.0062142943046,31,15,3,15,2,13,0.37129736354610815,1.0,3,0.26195817142634836,0.26226432315209613,0,True
86,87,0,11,0,75,33,18,108,169,52,277,1101,0.0341751392087185,30.547269717389117,34798.48781816538,0.36451131672589276,1933.2493475562994,68,34,12,34,8,25,0.32956215197820377,1.0,12,0.48922597446102956,0.28164972158256296,1,True
40,12,0,2,0,10,10,11,17,26,21,43,133,0.10823117105490597,9.985744451614131,1303.0741060143,0.04202568567276733,72.39789335159041,5,2,0,1,0,3,0.306077057018302,1.797431432723267,0,0.1012842836383665,0.257845885963396,0,True
20,6,0,0,0,6,9,7,20,23,16,43,121,0.11700129328985978,8.607880155139659,1048.5906362903424,0.04,58.257035205764595,0,0,3,0,0,1,0.1829943957439409,0.19991378067601384,3,3.6001724386479723,0.1799956890338007,0,True
44,20,0,7,0,13,12,9,23,36,21,59,181,0.12298791307006776,8.724170824611239,1613.3927046351832,0.05712651086624153,89.63341330702895,10,5,0,5,2,4,0.30149395653503386,1.0,0,0.14367445668792345,0.19574697826751694,0,True
112,46,1,10,0,33,26,16,53,83,43,137,520,0.06428799938354544,15.954976102793799,8600.592129301343,0.1739200023117046,477.8130151833908,30,15,3,15,2,12,0.39286399815063633,1.053599992294318,3,0.2589120044692955,0.2839359979965227,0,True
27,7,0,0,0,6,8,8,18,23,17,41,117,0.11230423007368524,8.972596788847282,1047.451446420421,0.04,58.19405500418392,2,1,2,0,0,2,0.29698020378419343,0.5771827444736063,2,2.46084601473705,0.25850135415261966,0,True
21,20,0,5,0,14,12,14,33,47,27,80,272,0.06538387581848223,17.948359297625636,5922.699084515377,0.08923224836303553,329.04137641621384,11,5,0,4,0,5,0.3836948222171604,1.561832989568984,0,0.054155473199339076,0.28476967450891066,0,True
43,13,0,3,0,9,10,10,15,26,20,42,128,0.13036216150568847,8.31490003643429,1021.8662356893628,0.04379527018821106,56.774101457207735,7,3,0,3,0,4,0.435480406800412,1.310236490589447,0,0.18976350941055292,0.3278898664239899,0,True
39,10,0,1,0,9,8,11,16,24,20,40,122,0.09264678146062981,10.816207257870092,1331.4127634389758,0.04,73.97193461636634,4,2,0,1,0,3,0.3529356292125961,1.8676609269685098,0,0.0,0.30440815898818746,0,True
15,39,0,11,0,27,18,18,59,86,36,145,534,0.03858279093084856,26.180535154603152,14792.37751588015,0.17684743579793757,821.7986721483935,27,13,2,13,3,11,0.4515762821010312,1.0944107002393342,2,0.15960231742030057,0.29858279093084855,0,True
47,12,0,2,0,10,9,11,17,28,20,45,143,0.09718106700710115,10.470057076565885,1701.2711952605357,0.05057099872337072,94.51832143300217,7,3,0,3,0,4,0.49154320102130344,1.4647633375887643,0,0.020437264198516727,0.39083846777307873,0,True
20,6,0,0,0,6,9,7,20,23,16,43,121,0.11832374076072778,8.485333356172559,1030.8354565464688,0.04,57.270489392497076,0,0,3,0,0,1,0.17726379003684628,0.11175061595148095,3,3.776498768097038,0.17558753079757405,0,True
12,25,0,9,0,16,14,16,42,60,30,102,355,0.052983570595754335,21.754107351061418,8526.841738519754,0.11836071567374279,473.71415122724164,16,8,0,7,1,7,0.47649178529787717,1.1943932088724032,0,0.08619678724111705,0.3216392843262572,0,True
43,20,0,7,0,13,11,9,24,38,20,62,187,0.10815667217794041,9.547304694124307,1804.7564980560794,0.058980415977757446,100.2637052164612,10,5,0,5,2,4,0.29407833608897016,1.0,0,0.05097920111212756,0.1920391680444851,0,True
65,44,0,7,0,37,20,13,53,84,33,137,496,0.06947980805904878,16.104038388190244,9179.909720334581,0.16376865259923415,509.99590803138386,27,13,5,13,3,10,0.29,1.0,5,0.3662423032914146,0.22662423032914147,0,True
53,21,0,7,0,14,16,9,22,36,25,58,195,0.16918037447548864,6.561716996477677,1655.1899299162696,0.06262289644526325,91.95924018746823,12,6,2,6,2,4,0.33450817730187976,1.0,2,0.4810656553321051,0.21540981276225568,0,True
81,68,0,9,0,58,28,16,81,130,45,212,811,0.04536059943432404,23.09216047702303,19970.29790999767,0.26943490480824567,1109.462572860903,46,23,9,23,5,18,0.30159850141418987,1.0,9,0.5675241960402683,0.25927880113135193,1,True
114,48,1,11,0,35,27,16,55,86,43,141,538,0.06329592824360629,16.120403965378653,8874.597615775707,0.17928823320827958,493.03514843796336,32,16,3,16,2,13,0.37258416145188583,1.0,3,0.2661045202338544,0.2634081435127874,0,True
39,11,0,1,0,10,9,11,17,25,20,42,128,0.0902471982958947,11.082560989155686,1423.4424757838908,0.04049439659178941,79.08498647792423,4,2,0,1,0,3,0.2997528017041053,1.9752801704105294,0,0.0,0.26802241363284235,0,True
50,48,0,9,0,39,22,16,62,96,38,159,585,0.046061622130181924,21.96918893490904,12541.996381244033,0.19455459917163728,696.7789237629196,30,15,5,15,3,12,0.36089080165672544,1.0433221565679989,5,0.407019484378914,0.2696918893490904,0,True
43,20,0,7,0,13,11,9,23,37,20,61,185,0.1143747218379591,9.20220293799327,1724.5265578052731,0.058203159770255114,95.80691812264283,10,5,0,5,2,4,0.2971873609189795,1.0,0,0.08984201148724436,0.19359368045948977,0,True
119,51,1,11,0,37,28,16,58,91,45,150,573,0.0596705424130631,16.77970937644999,9642.325677556742,0.1913178303477476,535.6869820864856,34,17,4,17,3,14,0.3770348817175679,1.0,4,0.3002131851950439,0.26934108482612623,1,True
23,37,0,10,0,27,18,17,55,81,36,136,491,0.042558207930881206,23.7208960345594,11405.13847357095,0.16302387137793084,633.6193725779264,24,12,3,11,2,10,0.4239522572441383,1.081859712760307,3,0.23535218861317903,0.28720896034559396,0,True
55,30,0,3,0,26,15,13,38,60,29,98,350,0.07411953325967702,14.639433733036782,6337.584123233159,0.11543221701653414,352.09190403609625,17,8,3,8,1,7,0.29602988331491925,1.6029883314919258,3,0.2382070011048446,0.26205976662983854,0,True
73,26,0,6,0,19,16,13,31,50,29,82,295,0.08392490164607004,12.680522650517823,4481.751879736808,0.10028161882723735,248.98910234375734,17,8,1,8,1,8,0.45177470493821015,1.2990612705758755,1,0.1165444630659922,0.3477559303497276,0,True
42,13,0,3,0,9,8,10,17,28,19,45,133,0.1,10.0,1330.863359733431,0.04552158399333577,73.9389596331921,7,3,0,2,0,4,0.44202336806997433,1.3619604001666057,0,0.0,0.34202336806997435,0,True
39,11,0,1,0,10,9,11,17,25,21,42,128,0.09576137156486825,10.754715420166457,1376.9687522589868,0.040640152396096474,76.50322845036615,4,2,0,1,0,3,0.3019204571882894,1.9359847603903528,0,0.03200761980482364,0.26615908562342117,0,True
76,34,0,9,0,24,18,12,39,61,31,101,356,0.08257233403072861,12.906063300376005,5216.899617669247,0.11663991440013202,289.8280977315667,20,10,1,10,2,8,0.3292122484308606,1.0,1,0.1263505782772176,0.2248553319385428,0,True
4,30,0,10,0,19,16,17,50,70,34,120,424,0.04007356013194147,24.96321993402926,10598.870262815008,0.14066204118747327,588.8261420586409,20,10,1,9,2,9,0.46867591762505345,1.109190838548644,1,0.11360444646513226,0.2996321993402926,0,True
7,28,0,10,0,18,15,17,47,66,32,113,397,0.04493338702931308,23.76665324267173,9796.758196125862,0.13177768828447822,544.2646183062718,18,9,0,8,1,8,0.47246669351465653,1.142067015690535,0,0.10095545711292603,0.3082223117155218,0,True
115,57,1,12,0,43,30,17,67,105,47,172,668,0.055403750952744656,19.222450304242468,14223.922121206986,0.2221737433307874,790.219692266217,40,20,5,20,4,16,0.3738716679369929,1.0,5,0.3160454112677803,0.2730641660315036,1,True
87,58,0,8,0,49,26,16,68,110,42,178,670,0.05172327330411617,19.426149989729318,13075.545932621817,0.22310690678353534,726.421440701212,37,18,8,18,3,14,0.30550945973704546,1.0,8,0.5465785275723988,0.25344654660823235,1,True
46,18,0,6,0,11,14,9,18,30,23,49,154,0.17036335981752804,6.154259477919103,934.8856589835307,0.048929262201947564,51.94259609562938,9,4,1,4,1,3,0.3267877866058427,1.107073779805244,1,0.44646311009737805,0.21642442678831464,0,True
77,56,0,7,0,49,24,15,67,107,40,174,651,0.052821947087047426,19.37282225990371,12944.569225275203,0.21659575133652476,719.1451529282812,35,17,8,17,3,14,0.29070548677176183,1.0705486771761854,8,0.5576707936942886,0.2514109735435237,0,True
102,43,1,10,0,31,24,15,49,78,39,128,477,0.06973570866686092,15.046570579800942,7652.649280463141,0.15835894683270202,425.1485931611189,28,14,3,14,2,11,0.35809465549956293,1.0,3,0.21941611216525833,0.2505285826662782,0,True
89,57,0,8,0,48,26,16,68,108,42,176,663,0.052244211263516915,19.25267764924887,12850.500734160694,0.22102315494593236,713.9189296755942,37,18,7,18,3,14,0.31019790137165215,1.0,7,0.5304294508309758,0.2544884225270338,1,True
45,16,0,5,0,10,12,9,17,28,22,46,142,0.15339761951800185,7.036432116750897,955.0000599441202,0.046674702439750235,53.05963385272221,8,4,1,4,1,4,0.3865300585242461,1.1662648780124885,1,0.33373512198751154,0.27318065364474564,0,True
45,19,0,7,0,12,13,9,21,33,22,55,170,0.15077907012956748,7.181761607809005,1254.8103528857232,0.05365261623380407,69.71410148463252,10,5,1,5,2,4,0.31538953506478373,1.0,1,0.3173691883097967,0.20269476753239185,0,True
24,9,0,1,0,7,9,7,21,26,16,48,135,0.11582813760065724,8.678350510345119,1196.4121584807688,0.044171862399342746,66.46842937915392,2,1,3,1,0,1,0.1950311743960565,0.20859311996713736,3,3.1656275201314505,0.17417186239934276,0,True
95,39,1,10,0,28,24,14,44,70,38,114,427,0.10141076535496915,12.83605330755244,6524.560589508981,0.14168744041920267,362.47857739430185,25,12,3,12,2,10,0.3627455144354295,1.0,3,0.362468839371196,0.24929461732251543,0,True
41,10,0,1,0,8,8,11,14,24,19,39,116,0.0966815029384686,10.368353173829986,1209.923265019772,0.04,67.22184558394204,5,2,0,1,0,3,0.4336300587693719,1.6659248530765702,0,0.0,0.35685953820009175,0,True
65,23,0,4,0,18,15,13,30,45,28,75,267,0.08048161890653749,12.874073295988385,3977.5479214365987,0.08759190546731256,220.97900319267274,13,6,1,6,0,6,0.3253823495825667,1.6827206302179163,1,0.09201101723680427,0.27,0,True
114,48,1,11,0,35,27,16,55,86,43,142,539,0.06323784493575388,16.130089356963044,8885.618923440703,0.1794770039587999,493.64744814851656,32,16,3,16,2,13,0.37271484889455375,1.0,3,0.2665256242157844,0.26352431012849226,0,True
67,55,0,8,0,46,24,16,67,106,40,174,648,0.04840146047024338,20.79926976487831,13301.273922593977,0.2156131442321904,738.9615293575475,35,17,7,17,3,14,0.3187737115356192,1.0175839348273228,7,0.5216715630419255,0.25799269764878313,0,True
43,17,0,6,0,11,14,8,19,29,22,49,153,0.1721623736389263,5.921837083669569,894.8333686906361,0.04869372893982105,49.71704651862974,8,4,2,4,1,3,0.3090996630371368,0.869372893982105,2,0.9571948710626323,0.2047749157592842,0,True
46,18,0,6,0,11,14,9,18,30,23,49,155,0.17640040980115992,5.7597772560356235,888.228710449683,0.049550051225145,49.35043391956297,9,4,1,4,1,4,0.3376491291725352,1.0224974387427506,1,0.47750256125724955,0.21854902672224516,0,True
21,21,0,6,0,14,12,14,33,49,27,83,283,0.06692083379438041,18.2697915514049,6328.238468936491,0.09513194367603267,351.57029943168254,13,6,0,5,1,6,0.4834604168971902,1.2849854196634727,0,0.06064513804363592,0.34486805632396733,0,True
42,17,0,5,0,12,10,9,21,34,19,56,167,0.1,10.0,1676.140887406325,0.05415352218515812,93.11912629542135,8,4,0,4,1,4,0.3513880170558397,1.146161945371047,0,0.0,0.25138801705583974,0,True
